User1,User2,Action
JenniferDonels2,JenniferDonels2,Tweet
JenniferDonels2,RealJack,Retweet
JamilSmith,JamilSmith,Tweet
marianneereads,marianneereads,Tweet
marianneereads,JamilSmith,Retweet
ed_hooley,ed_hooley,Tweet
Fr8oCorleone,Fr8oCorleone,Tweet
Fr8oCorleone,ed_hooley,Retweet
Fr8oCorleone,AlecBaldwin,Mention
Impeach_D_Trump,Impeach_D_Trump,Tweet
cheryltaylor204,cheryltaylor204,Tweet
cheryltaylor204,Impeach_D_Trump,Retweet
ericgarland,ericgarland,Tweet
Plasstastic,Plasstastic,Tweet
Plasstastic,ericgarland,Retweet
RealJack,RealJack,Tweet
SupporterDonald,SupporterDonald,Tweet
SupporterDonald,RealJack,Retweet
theClaudiaInez,theClaudiaInez,Tweet
The_Borg_Queen_,The_Borg_Queen_,Tweet
The_Borg_Queen_,theClaudiaInez,Retweet
reformanacional,reformanacional,Tweet
gerardomsaldiva,gerardomsaldiva,Tweet
gerardomsaldiva,reformanacional,Retweet
gerardomsaldiva,lopezobrador_,Mention
RealJack,RealJack,Tweet
bands449,bands449,Tweet
bands449,RealJack,Retweet
matthew_d_green,matthew_d_green,Tweet
ScarlettOSara,ScarlettOSara,Tweet
ScarlettOSara,matthew_d_green,Retweet
2ALAW,2ALAW,Tweet
snarkydarcy,snarkydarcy,Tweet
snarkydarcy,2ALAW,Retweet
snarkydarcy,IvankaTrump,Mention
epigmenioibarra,epigmenioibarra,Tweet
Mluisa2508,Mluisa2508,Tweet
Mluisa2508,epigmenioibarra,Retweet
Ben_s214,Ben_s214,Tweet
OhioResGal,OhioResGal,Tweet
OhioResGal,Vevo,Reply
OhioResGal,Adele,Mention
WestWingReport,WestWingReport,Tweet
CorlessHanson,CorlessHanson,Tweet
CorlessHanson,WestWingReport,Retweet
alanzoka,alanzoka,Tweet
pillowctalk,pillowctalk,Tweet
pillowctalk,alanzoka,Retweet
thehill,thehill,Tweet
djsandwiches,djsandwiches,Tweet
djsandwiches,thehill,Retweet
DanielDinoNadon,DanielDinoNadon,Tweet
DanielDinoNadon,sammypolsen12,Reply
DensePence,DensePence,Tweet
DensePence,DanielDinoNadon,Retweet
DensePence,sammypolsen12,Mention
DensePence,Trump_Regrets,Mention
DensePence,POTUS,Mention
DensePence,realDonaldTrump,Mention
DensePence,Rosie,Mention
SocialMediaMVP,SocialMediaMVP,Tweet
ForQ2,ForQ2,Tweet
Magdalena0113,Magdalena0113,Tweet
Magdalena0113,ForQ2,Retweet
guidedheart,guidedheart,Tweet
portalR7,portalR7,Tweet
Viick_Drew12,Viick_Drew12,Tweet
Viick_Drew12,portalR7,Retweet
HistoriaPedro,HistoriaPedro,Tweet
arqtorr,arqtorr,Tweet
arqtorr,HistoriaPedro,Retweet
madisonfaupel,madisonfaupel,Tweet
WREvans_atty,WREvans_atty,Tweet
WREvans_atty,madisonfaupel,Retweet
thehill,thehill,Tweet
Sharon_UWS,Sharon_UWS,Tweet
Sharon_UWS,thehill,Retweet
funder,funder,Tweet
jcj1000,jcj1000,Tweet
jcj1000,funder,Retweet
bakedalaska,bakedalaska,Tweet
PShawnJohnson,PShawnJohnson,Tweet
PShawnJohnson,bakedalaska,Retweet
tteegar,tteegar,Tweet
WolfeGlenda,WolfeGlenda,Tweet
WolfeGlenda,tteegar,Retweet
CHONGARCIA,CHONGARCIA,Tweet
hrtablaze,hrtablaze,Tweet
optimisticin16,optimisticin16,Tweet
optimisticin16,hrtablaze,Retweet
prchovanec,prchovanec,Tweet
Boas72,Boas72,Tweet
Boas72,prchovanec,Retweet
funder,funder,Tweet
Marktorres29,Marktorres29,Tweet
Marktorres29,funder,Retweet
jerweber,jerweber,Tweet
SchreckReports,SchreckReports,Tweet
KirklandReader,KirklandReader,Tweet
KirklandReader,SchreckReports,Retweet
CrochetJanet,CrochetJanet,Tweet
Donnamariev3,Donnamariev3,Tweet
Donnamariev3,sweetatertot2,Reply
ConstableStacy,ConstableStacy,Tweet
ConstableStacy,Donnamariev3,Retweet
ConstableStacy,sweetatertot2,Mention
ConstableStacy,Joy_Villa,Mention
matthew_d_green,matthew_d_green,Tweet
ShamelessWhit,ShamelessWhit,Tweet
ShamelessWhit,matthew_d_green,Retweet
kylegriffin1,kylegriffin1,Tweet
kylegriffin1,kylegriffin1,Reply
KitKatCono,KitKatCono,Tweet
KitKatCono,kylegriffin1,Retweet
CNNEE,CNNEE,Tweet
Eidriiii,Eidriiii,Tweet
Eidriiii,CNNEE,Retweet
mrdrefuller,mrdrefuller,Tweet
VanDerek_,VanDerek_,Tweet
VanDerek_,mrdrefuller,Retweet
linusrecht,linusrecht,Tweet
linusrecht,gurdubu,Reply
HeadGorgon,HeadGorgon,Tweet
HeadGorgon,GridironSchol91,Reply
McJesse,McJesse,Tweet
amubalt,amubalt,Tweet
amubalt,McJesse,Retweet
alcontacto,alcontacto,Tweet
pbump,pbump,Tweet
deeply_human,deeply_human,Tweet
deeply_human,pbump,Retweet
newtgingrich,newtgingrich,Tweet
rokdemf,rokdemf,Tweet
rokdemf,newtgingrich,Retweet
McJesse,McJesse,Tweet
mae_physioc,mae_physioc,Tweet
mae_physioc,McJesse,Retweet
mattyglesias,mattyglesias,Tweet
bzzz_foy,bzzz_foy,Tweet
bzzz_foy,mattyglesias,Retweet
deIiveryboy,deIiveryboy,Tweet
carlxgrimess,carlxgrimess,Tweet
carlxgrimess,deIiveryboy,Retweet
brianklaas,brianklaas,Tweet
DianaTweed,DianaTweed,Tweet
DianaTweed,brianklaas,Retweet
CHEETOCUCK,CHEETOCUCK,Tweet
pseudosudio,pseudosudio,Tweet
pseudosudio,CHEETOCUCK,Retweet
pseudosudio,realDonaldTrump,Mention
CherylRofer,CherylRofer,Tweet
CherylRofer,CherylRofer,Reply
carmichael_btc,carmichael_btc,Tweet
carmichael_btc,CherylRofer,Retweet
atalanta44,atalanta44,Tweet
atalanta44,RevolutionNurse,Reply
SemanarioUrbano,SemanarioUrbano,Tweet
Sue0444,Sue0444,Tweet
Sue0444,gilbertm607,Reply
Sue0444,lauraboutwell,Mention
Sue0444,WhiteHouse,Mention
Sue0444,realDonaldTrump,Mention
AMASTERBATOR,AMASTERBATOR,Tweet
bitternumb,bitternumb,Tweet
lylasbitch,lylasbitch,Tweet
lsbabycamila,lsbabycamila,Tweet
lsbabycamila,lylasbitch,Retweet
WSJ,WSJ,Tweet
TarikNiazi,TarikNiazi,Tweet
TarikNiazi,WSJ,Retweet
SWFLBeachBabe,SWFLBeachBabe,Tweet
codeezra,codeezra,Tweet
codeezra,SWFLBeachBabe,Retweet
elmundotoday,elmundotoday,Tweet
lparra20,lparra20,Tweet
lparra20,elmundotoday,Retweet
JohnHeaner,JohnHeaner,Tweet
granny_claudia,granny_claudia,Tweet
granny_claudia,JohnHeaner,Retweet
GenerationXChic,GenerationXChic,Tweet
GenerationXChic,Carter_PE,Reply
DebbiePeter3,DebbiePeter3,Tweet
RetiredMITeach,RetiredMITeach,Tweet
RetiredMITeach,DebbiePeter3,Retweet
ianbremmer,ianbremmer,Tweet
analau_torres,analau_torres,Tweet
analau_torres,ianbremmer,Retweet
msantoro1978,msantoro1978,Tweet
andrezaveiga,andrezaveiga,Tweet
andrezaveiga,msantoro1978,Retweet
andrezaveiga,MarrentinRJ,Mention
McJesse,McJesse,Tweet
ErikThibault,ErikThibault,Tweet
ErikThibault,McJesse,Retweet
solusnan1,solusnan1,Tweet
Madcowmimi,Madcowmimi,Tweet
Madcowmimi,solusnan1,Retweet
emilynussbaum,emilynussbaum,Tweet
reemahasnain,reemahasnain,Tweet
reemahasnain,emilynussbaum,Retweet
speechboy71,speechboy71,Tweet
Vadersleash,Vadersleash,Tweet
Vadersleash,speechboy71,Retweet
SophiaMillerC,SophiaMillerC,Tweet
Book_Lady_127,Book_Lady_127,Tweet
Book_Lady_127,SophiaMillerC,Retweet
matthew_d_green,matthew_d_green,Tweet
RealBlueDuran,RealBlueDuran,Tweet
RealBlueDuran,matthew_d_green,Retweet
LawyerRogelio,LawyerRogelio,Tweet
albyselkie,albyselkie,Tweet
albyselkie,LawyerRogelio,Retweet
amputeesoccer,amputeesoccer,Tweet
BernieSanders,BernieSanders,Tweet
KatieBr39215839,KatieBr39215839,Tweet
KatieBr39215839,BernieSanders,Retweet
BraddJaffy,BraddJaffy,Tweet
DPMcCallum,DPMcCallum,Tweet
DPMcCallum,BraddJaffy,Retweet
InternetHippo,InternetHippo,Tweet
reaghanhunt,reaghanhunt,Tweet
reaghanhunt,InternetHippo,Retweet
immigrant4trump,immigrant4trump,Tweet
immigrant4trump,Joy_Villa,Reply
saveusrepublic2,saveusrepublic2,Tweet
saveusrepublic2,immigrant4trump,Retweet
saveusrepublic2,Joy_Villa,Mention
Nysteveo2AOLcom,Nysteveo2AOLcom,Tweet
Mattitude2112,Mattitude2112,Tweet
Mattitude2112,Nysteveo2AOLcom,Retweet
Carolverse,Carolverse,Tweet
Carolverse,Joy_Villa,Mention
Carolverse,THR,Mention
HashtagAbdul,HashtagAbdul,Tweet
sarah__bivens,sarah__bivens,Tweet
sarah__bivens,HashtagAbdul,Retweet
USARedOrchestra,USARedOrchestra,Tweet
dgraz007,dgraz007,Tweet
dgraz007,USARedOrchestra,Retweet
trapkylie,trapkylie,Tweet
goldengateblond,goldengateblond,Tweet
prismcesinha,prismcesinha,Tweet
prismcesinha,goldengateblond,Retweet
riotwomennn,riotwomennn,Tweet
creeper6548,creeper6548,Tweet
creeper6548,riotwomennn,Retweet
EternalRiteWing,EternalRiteWing,Tweet
jamesda57,jamesda57,Tweet
jamesda57,EternalRiteWing,Retweet
Ninauez,Ninauez,Tweet
Wolfe321,Wolfe321,Tweet
scdemandred,scdemandred,Tweet
scdemandred,Wolfe321,Retweet
Lisa_Luerssen,Lisa_Luerssen,Tweet
Lisa_Luerssen,THR,Mention
TrutherForever,TrutherForever,Tweet
VICE,VICE,Tweet
sandyc1772,sandyc1772,Tweet
sandyc1772,VICE,Retweet
Newsweek,Newsweek,Tweet
sandyc1772,sandyc1772,Tweet
sandyc1772,Newsweek,Retweet
ladyinchief,ladyinchief,Tweet
HopeCatori,HopeCatori,Tweet
HopeCatori,ladyinchief,Retweet
KbearHarris,KbearHarris,Tweet
KbearHarris,BrendanNyhan,Reply
ZeeNewsHindi,ZeeNewsHindi,Tweet
rav26051,rav26051,Tweet
rav26051,ZeeNewsHindi,Retweet
brianstelter,brianstelter,Tweet
ChasingGlenn,ChasingGlenn,Tweet
ChasingGlenn,brianstelter,Retweet
LouiseMensch,LouiseMensch,Tweet
CarolJoKs,CarolJoKs,Tweet
CarolJoKs,LouiseMensch,Retweet
CarolJoKs,MichaelCohen212,Mention
tufailelif,tufailelif,Tweet
vinodshadija,vinodshadija,Tweet
vinodshadija,tufailelif,Retweet
ed_hooley,ed_hooley,Tweet
jmwilkins2013,jmwilkins2013,Tweet
jmwilkins2013,ed_hooley,Retweet
jmwilkins2013,AlecBaldwin,Mention
Gus_802,Gus_802,Tweet
Gus_802,realDonaldTrump,Reply
AnonBruja,AnonBruja,Tweet
AnonBruja,Gus_802,Retweet
AnonBruja,realDonaldTrump,Mention
zannerina,zannerina,Tweet
Arts4life6790,Arts4life6790,Tweet
Arts4life6790,zannerina,Retweet
jjgills1,jjgills1,Tweet
queensue31954,queensue31954,Tweet
queensue31954,jjgills1,Retweet
goldengateblond,goldengateblond,Tweet
huntyballinger,huntyballinger,Tweet
huntyballinger,goldengateblond,Retweet
brianklaas,brianklaas,Tweet
michael_seguin,michael_seguin,Tweet
michael_seguin,brianklaas,Retweet
RogueNASA,RogueNASA,Tweet
hundun,hundun,Tweet
hundun,RogueNASA,Retweet
Duramadera,Duramadera,Tweet
Duramadera,alyssahertzig,Reply
Duramadera,Kwalshyall,Mention
brianklaas,brianklaas,Tweet
bobpayneNOLA,bobpayneNOLA,Tweet
bobpayneNOLA,brianklaas,Retweet
clinesb,clinesb,Tweet
GregTosto,GregTosto,Tweet
GregTosto,theGRAMMYs,Reply
VoelklRichard,VoelklRichard,Tweet
VoelklRichard,GregTosto,Retweet
VoelklRichard,theGRAMMYs,Mention
VoelklRichard,realDonaldTrump,Mention
VoelklRichard,calidhd,Mention
VoelklRichard,BellaBadaBing,Mention
VoelklRichard,CannellaCosimo,Mention
VoelklRichard,pete_9112,Mention
TrutherForever,TrutherForever,Tweet
BritishVogue,BritishVogue,Tweet
drmarcu,drmarcu,Tweet
drmarcu,BritishVogue,Retweet
Mobute,Mobute,Tweet
en_cohen,en_cohen,Tweet
en_cohen,Mobute,Retweet
pbump,pbump,Tweet
zonabillsfan,zonabillsfan,Tweet
zonabillsfan,pbump,Retweet
McJesse,McJesse,Tweet
MNO_XOXO,MNO_XOXO,Tweet
MNO_XOXO,McJesse,Retweet
GregEvPro,GregEvPro,Tweet
karenpedder1,karenpedder1,Tweet
karenpedder1,GregEvPro,Retweet
kwlar,kwlar,Tweet
kwlar,RosieBarton,Reply
jaguarwarzone,jaguarwarzone,Tweet
matheusbarquett,matheusbarquett,Tweet
matheusbarquett,jaguarwarzone,Retweet
Downeygirl2,Downeygirl2,Tweet
Downeygirl2,The_Trump_Train,Reply
McJesse,McJesse,Tweet
skyrog,skyrog,Tweet
skyrog,McJesse,Retweet
mattyglesias,mattyglesias,Tweet
oakparkres,oakparkres,Tweet
oakparkres,mattyglesias,Retweet
McJesse,McJesse,Tweet
Anatemawithapen,Anatemawithapen,Tweet
Anatemawithapen,McJesse,Retweet
McJesse,McJesse,Tweet
leesnelgrove,leesnelgrove,Tweet
leesnelgrove,McJesse,Retweet
TheOtherPaper1,TheOtherPaper1,Tweet
TheWrap,TheWrap,Tweet
SeanRobichaud,SeanRobichaud,Tweet
SeanRobichaud,TheWrap,Retweet
Grimoar,Grimoar,Tweet
RicardoAlemanMx,RicardoAlemanMx,Tweet
porfijuly130906,porfijuly130906,Tweet
porfijuly130906,RicardoAlemanMx,Retweet
Veteran4Trump,Veteran4Trump,Tweet
Jilljeanne,Jilljeanne,Tweet
Jilljeanne,Veteran4Trump,Retweet
mattyglesias,mattyglesias,Tweet
LeftKeep1,LeftKeep1,Tweet
LeftKeep1,mattyglesias,Retweet
Tonyramon24,Tonyramon24,Tweet
Tonyramon24,Tonyramon24,Tweet
Tonyramon24,Tonyramon24,Retweet
JamilSmith,JamilSmith,Tweet
TweetingFolly,TweetingFolly,Tweet
TweetingFolly,JamilSmith,Retweet
JamilSmith,JamilSmith,Tweet
ms_opinion,ms_opinion,Tweet
ms_opinion,JamilSmith,Retweet
ed_hooley,ed_hooley,Tweet
sssweetsleep,sssweetsleep,Tweet
sssweetsleep,ed_hooley,Retweet
sssweetsleep,AlecBaldwin,Mention
TeaPainUSA,TeaPainUSA,Tweet
Danielle1239,Danielle1239,Tweet
Danielle1239,TeaPainUSA,Retweet
brianklaas,brianklaas,Tweet
INNERVISlON,INNERVISlON,Tweet
INNERVISlON,brianklaas,Retweet
SocialMediaMVP,SocialMediaMVP,Tweet
sacca,sacca,Tweet
AngieBrunk,AngieBrunk,Tweet
AngieBrunk,sacca,Retweet
babi,babi,Tweet
luna_sanvas,luna_sanvas,Tweet
luna_sanvas,babi,Retweet
PrisonPlanet,PrisonPlanet,Tweet
_9boese9woelfin,_9boese9woelfin,Tweet
_9boese9woelfin,PrisonPlanet,Retweet
_9boese9woelfin,Channel4News,Mention
McJesse,McJesse,Tweet
rongiordan,rongiordan,Tweet
rongiordan,McJesse,Retweet
GeorgeTakei,GeorgeTakei,Tweet
peppercornell,peppercornell,Tweet
peppercornell,GeorgeTakei,Retweet
McJesse,McJesse,Tweet
AtrainHTTR,AtrainHTTR,Tweet
AtrainHTTR,McJesse,Retweet
TrutherForever,TrutherForever,Tweet
grammybenson191,grammybenson191,Tweet
grammybenson191,robreiner,Reply
ajfromhouston,ajfromhouston,Tweet
TheaGood,TheaGood,Tweet
TheaGood,ajfromhouston,Retweet
mikandynothem,mikandynothem,Tweet
StanBrotherUSMC,StanBrotherUSMC,Tweet
StanBrotherUSMC,mikandynothem,Retweet
SenSanders,SenSanders,Tweet
witty7spa,witty7spa,Tweet
witty7spa,SenSanders,Retweet
siprecam,siprecam,Tweet
BordaGlobal,BordaGlobal,Tweet
BordaGlobal,CNNPolitics,Mention
Breznican,Breznican,Tweet
gillovnot,gillovnot,Tweet
gillovnot,Breznican,Retweet
CharlesMBlow,CharlesMBlow,Tweet
uncled698,uncled698,Tweet
uncled698,CharlesMBlow,Retweet
passantino,passantino,Tweet
PirateWench,PirateWench,Tweet
PirateWench,passantino,Retweet
SenSanders,SenSanders,Tweet
ColosimoConnie,ColosimoConnie,Tweet
ColosimoConnie,SenSanders,Retweet
KeithOlbermann,KeithOlbermann,Tweet
PoliOmnivore,PoliOmnivore,Tweet
PoliOmnivore,KeithOlbermann,Retweet
PoliOmnivore,realDonaldTrump,Mention
Halleywood,Halleywood,Tweet
rockbridge2008,rockbridge2008,Tweet
rockbridge2008,Halleywood,Retweet
LindaSuhler,LindaSuhler,Tweet
llbrantley,llbrantley,Tweet
llbrantley,LindaSuhler,Retweet
immigrant4trump,immigrant4trump,Tweet
thornedella,thornedella,Tweet
thornedella,immigrant4trump,Retweet
thornedella,Joy_Villa,Mention
TerriLSelby,TerriLSelby,Tweet
TerriLSelby,POTUS,Reply
shoefiend99,shoefiend99,Tweet
funder,funder,Tweet
MiamiPapers,MiamiPapers,Tweet
MiamiPapers,funder,Retweet
MiamiPapers,paulmcgeough,Mention
DaveCullenCF,DaveCullenCF,Tweet
N8Harmon,N8Harmon,Tweet
N8Harmon,DaveCullenCF,Retweet
teraleverett,teraleverett,Tweet
teraleverett,realDonaldTrump,Reply
GenoMcintosh,GenoMcintosh,Tweet
GenoMcintosh,teraleverett,Retweet
GenoMcintosh,realDonaldTrump,Mention
JackiMoss1,JackiMoss1,Tweet
PoliticalSense1,PoliticalSense1,Tweet
PoliticalSense1,JackiMoss1,Retweet
PoliticalSense1,FBI,Mention
MartinHeinrich,MartinHeinrich,Tweet
rainwashedfarm,rainwashedfarm,Tweet
rainwashedfarm,MartinHeinrich,Retweet
rainwashedfarm,AP,Mention
USMC3rdBnMCo,USMC3rdBnMCo,Tweet
DeniseGosselin5,DeniseGosselin5,Tweet
DeniseGosselin5,USMC3rdBnMCo,Retweet
McJesse,McJesse,Tweet
Pjerez,Pjerez,Tweet
Pjerez,McJesse,Retweet
bakedalaska,bakedalaska,Tweet
CMSav1,CMSav1,Tweet
CMSav1,bakedalaska,Retweet
TEN_GOP,TEN_GOP,Tweet
f77a9c24c7f9451,f77a9c24c7f9451,Tweet
f77a9c24c7f9451,TEN_GOP,Retweet
GinaRoss19,GinaRoss19,Tweet
GinaRoss19,ananavarro,Reply
ed_hooley,ed_hooley,Tweet
egiogirl,egiogirl,Tweet
egiogirl,ed_hooley,Retweet
IMPL0RABLE,IMPL0RABLE,Tweet
rappahannockmag,rappahannockmag,Tweet
rappahannockmag,IMPL0RABLE,Retweet
Scott_Gilmore,Scott_Gilmore,Tweet
Socr8es_Johnson,Socr8es_Johnson,Tweet
Socr8es_Johnson,Scott_Gilmore,Retweet
ntvnyr173,ntvnyr173,Tweet
ntvnyr173,NatShupe,Reply
ntvnyr173,jc196400,Mention
trishwakeford,trishwakeford,Tweet
trishwakeford,LouDobbs,Reply
Cheryl_P12,Cheryl_P12,Tweet
Cheryl_P12,trishwakeford,Retweet
Cheryl_P12,LouDobbs,Mention
Cheryl_P12,POTUS,Mention
Cheryl_P12,WSJ,Mention
IMPL0RABLE,IMPL0RABLE,Tweet
Wilson15Margret,Wilson15Margret,Tweet
Wilson15Margret,IMPL0RABLE,Retweet
MintPressNews,MintPressNews,Tweet
rmarbertin8,rmarbertin8,Tweet
rmarbertin8,MintPressNews,Retweet
NZknows,NZknows,Tweet
MeriDaco745,MeriDaco745,Tweet
MeriDaco745,The_Trump_Fans,Reply
Marisacordero3,Marisacordero3,Tweet
Marisacordero3,MeriDaco745,Retweet
Marisacordero3,The_Trump_Fans,Mention
BraddJaffy,BraddJaffy,Tweet
AJayne0137,AJayne0137,Tweet
AJayne0137,BraddJaffy,Retweet
2ALAW,2ALAW,Tweet
CStroede,CStroede,Tweet
CStroede,2ALAW,Retweet
CStroede,IvankaTrump,Mention
immigrant4trump,immigrant4trump,Tweet
401_9163,401_9163,Tweet
401_9163,immigrant4trump,Retweet
401_9163,Joy_Villa,Mention
goldengateblond,goldengateblond,Tweet
njddl,njddl,Tweet
njddl,goldengateblond,Retweet
TrutherForever,TrutherForever,Tweet
ReliableSources,ReliableSources,Tweet
lita_meza13,lita_meza13,Tweet
lita_meza13,ReliableSources,Retweet
PausedFace,PausedFace,Tweet
BernieSanders,BernieSanders,Tweet
thrustaash,thrustaash,Tweet
thrustaash,BernieSanders,Retweet
NBCNews,NBCNews,Tweet
brooklyngrl28,brooklyngrl28,Tweet
brooklyngrl28,NBCNews,Retweet
Khanoisseur,Khanoisseur,Tweet
Khanoisseur,margab18,Reply
RE_Dasher,RE_Dasher,Tweet
RE_Dasher,Khanoisseur,Retweet
RE_Dasher,margab18,Mention
RE_Dasher,Rockmedia,Mention
colesprouse,colesprouse,Tweet
Faizah_Rafat_15,Faizah_Rafat_15,Tweet
Faizah_Rafat_15,colesprouse,Retweet
mehdirhasan,mehdirhasan,Tweet
BernardMcEldown,BernardMcEldown,Tweet
BernardMcEldown,mehdirhasan,Retweet
ericuman,ericuman,Tweet
susendipity,susendipity,Tweet
susendipity,ericuman,Retweet
oreganism,oreganism,Tweet
oreganism,BrendanNyhan,Reply
joshtpm,joshtpm,Tweet
adekleine,adekleine,Tweet
adekleine,joshtpm,Retweet
adekleine,TPM,Mention
purna_chan,purna_chan,Tweet
lylasbitch,lylasbitch,Tweet
beaflrs,beaflrs,Tweet
beaflrs,lylasbitch,Retweet
Myvote4hillyes,Myvote4hillyes,Tweet
Myvote4hillyes,women_4,Reply
Myvote4hillyes,joseiswriting,Mention
realDrOlmo,realDrOlmo,Tweet
joehos18,joehos18,Tweet
joehos18,realDrOlmo,Retweet
ay_captain,ay_captain,Tweet
KeithOlbermann,KeithOlbermann,Tweet
DukatNaranek,DukatNaranek,Tweet
DukatNaranek,KeithOlbermann,Retweet
DukatNaranek,realDonaldTrump,Mention
jon4stall,jon4stall,Tweet
PeterSweden7,PeterSweden7,Tweet
Durthain725,Durthain725,Tweet
Durthain725,PeterSweden7,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
aledajd,aledajd,Tweet
aledajd,BraddJaffy,Retweet
RawStory,RawStory,Tweet
Rasmin2011,Rasmin2011,Tweet
Rasmin2011,RawStory,Retweet
papelpop,papelpop,Tweet
Daiana_Doarte,Daiana_Doarte,Tweet
Daiana_Doarte,papelpop,Retweet
TrutherForever,TrutherForever,Tweet
_habibilicious_,_habibilicious_,Tweet
_habibilicious_,RealJack,Reply
michelerae53,michelerae53,Tweet
michelerae53,_habibilicious_,Retweet
michelerae53,RealJack,Mention
michelerae53,Joy_Villa,Mention
USARedOrchestra,USARedOrchestra,Tweet
hippyjt,hippyjt,Tweet
hippyjt,USARedOrchestra,Retweet
Ultrogothe,Ultrogothe,Tweet
Mike_Beacham,Mike_Beacham,Tweet
DavidWeingust,DavidWeingust,Tweet
DavidWeingust,Mike_Beacham,Retweet
DavidWeingust,realDonaldTrump,Mention
DavidWeingust,POTUS,Mention
beeludwig,beeludwig,Tweet
kushkandy95,kushkandy95,Tweet
kushkandy95,beeludwig,Retweet
asmith83,asmith83,Tweet
cookiecastle,cookiecastle,Tweet
cookiecastle,asmith83,Retweet
brandongroeny,brandongroeny,Tweet
cindykohl13,cindykohl13,Tweet
cindykohl13,brandongroeny,Retweet
UpsetALiberal,UpsetALiberal,Tweet
nittimom,nittimom,Tweet
nittimom,UpsetALiberal,Retweet
nittimom,NancyPelosi,Mention
SenSanders,SenSanders,Tweet
davidhand,davidhand,Tweet
davidhand,SenSanders,Retweet
StopTrump2020,StopTrump2020,Tweet
MinSch,MinSch,Tweet
MinSch,StopTrump2020,Retweet
joe_nca,joe_nca,Tweet
MrBig_B,MrBig_B,Tweet
MrBig_B,joe_nca,Retweet
TVNewsV,TVNewsV,Tweet
TVNewsV,YouTube,Mention
DaShanneStokes,DaShanneStokes,Tweet
BossChik38,BossChik38,Tweet
BossChik38,DaShanneStokes,Retweet
emilynussbaum,emilynussbaum,Tweet
MadelinePBerg,MadelinePBerg,Tweet
MadelinePBerg,emilynussbaum,Retweet
danpfeiffer,danpfeiffer,Tweet
JillyLava,JillyLava,Tweet
JillyLava,danpfeiffer,Retweet
TrutherForever,TrutherForever,Tweet
matthew_d_green,matthew_d_green,Tweet
spontn80,spontn80,Tweet
spontn80,matthew_d_green,Retweet
susandeame,susandeame,Tweet
susandeame,CBS,Reply
susandeame,Starbucks,Mention
TrinityNYC,TrinityNYC,Tweet
TrinityNYC,TrinityNYC,Reply
mijita212,mijita212,Tweet
mijita212,TrinityNYC,Retweet
TravelingUS,TravelingUS,Tweet
cheryltaylor204,cheryltaylor204,Tweet
cheryltaylor204,TravelingUS,Retweet
AmyMek,AmyMek,Tweet
JordanTheBuckle,JordanTheBuckle,Tweet
JordanTheBuckle,AmyMek,Retweet
mrmedina,mrmedina,Tweet
RichelSonia,RichelSonia,Tweet
RichelSonia,mrmedina,Retweet
jchollnd,jchollnd,Tweet
jchollnd,TrumpNs,Reply
McJesse,McJesse,Tweet
emh_rn,emh_rn,Tweet
emh_rn,McJesse,Retweet
JacklegBuster,JacklegBuster,Tweet
TheWrap,TheWrap,Tweet
BordalMe,BordalMe,Tweet
BordalMe,TheWrap,Retweet
Scott_Gilmore,Scott_Gilmore,Tweet
hedgeswoman,hedgeswoman,Tweet
hedgeswoman,Scott_Gilmore,Retweet
CharlieAngusNDP,CharlieAngusNDP,Tweet
VKNDP,VKNDP,Tweet
VKNDP,CharlieAngusNDP,Retweet
Cindy53862027,Cindy53862027,Tweet
Cindy53862027,TrumpSuperPAC,Reply
Cindy53862027,Debbie92083,Mention
Cindy53862027,Joy_Villa,Mention
countable,countable,Tweet
reillybergs,reillybergs,Tweet
reillybergs,countable,Retweet
LoveStephanysco,LoveStephanysco,Tweet
cuppycoco,cuppycoco,Tweet
cuppycoco,LoveStephanysco,Retweet
TrutherForever,TrutherForever,Tweet
BernieSanders,BernieSanders,Tweet
SlaterLoyd,SlaterLoyd,Tweet
SlaterLoyd,BernieSanders,Retweet
gatewaypundit,gatewaypundit,Tweet
unionhypocrisy,unionhypocrisy,Tweet
unionhypocrisy,gatewaypundit,Retweet
sacca,sacca,Tweet
McMarycay1,McMarycay1,Tweet
McMarycay1,sacca,Retweet
mattyglesias,mattyglesias,Tweet
mlmably,mlmably,Tweet
mlmably,mattyglesias,Retweet
ericgarland,ericgarland,Tweet
Lux_NYC303,Lux_NYC303,Tweet
Lux_NYC303,ericgarland,Retweet
mytrumplist,mytrumplist,Tweet
mytrumplist,nytimes,Mention
mattwaxman1,mattwaxman1,Tweet
skeeterga,skeeterga,Tweet
skeeterga,mattwaxman1,Retweet
McJesse,McJesse,Tweet
kwtzel,kwtzel,Tweet
kwtzel,McJesse,Retweet
hellashook,hellashook,Tweet
Barb4TRUMP,Barb4TRUMP,Tweet
nenaj12012,nenaj12012,Tweet
nenaj12012,Barb4TRUMP,Retweet
nenaj12012,POTUS,Mention
nenaj12012,SenateGOP,Mention
nenaj12012,SenateMajLdr,Mention
RoguePOTUSStaff,RoguePOTUSStaff,Tweet
makalove,makalove,Tweet
makalove,RoguePOTUSStaff,Retweet
makalove,verge,Mention
rbp_II,rbp_II,Tweet
rbp_II,nia4_trump,Reply
Missy4Trump,Missy4Trump,Tweet
c130q,c130q,Tweet
c130q,Missy4Trump,Retweet
